code,name,listing_date,shares,listing_board
VERN,Verona Indah Pictures Tbk.,2024-10-08T00:00:00,4765648183.0,Pengembangan
DAAZ,Daaz Bara Lestari Tbk.,2024-11-11T00:00:00,1997000000.0,Utama
BOAT,Newport Marine Services Tbk.,2024-11-12T00:00:00,3501680000.0,Pengembangan
NAIK,Adiwarna Anugerah Abadi Tbk.,2024-11-13T00:00:00,3329422047.0,Pengembangan
AADI,Adaro Andalan Indonesia Tbk.,2024-12-05T00:00:00,7786891760.0,Utama
MDIY,Daya Intiguna Yasa Tbk.,2024-12-19T00:00:00,25190392000.0,Utama
KSIX,Kentanix Supra International T,2025-01-08T00:00:00,2137831800.0,Pengembangan
RATU,Raharja Energi Cepu Tbk.,2025-01-08T00:00:00,2715053800.0,Pengembangan
YOII,Asuransi Digital Bersama Tbk.,2025-01-08T00:00:00,3926983181.0,Pengembangan
HGII,Hero Global Investment Tbk.,2025-01-09T00:00:00,6500000000.0,Pengembangan
BRRC,Raja Roti Cemerlang Tbk.,2025-01-09T00:00:00,994603036.0,Pengembangan
DGWG,Delta Giri Wacana Tbk.,2025-01-13T00:00:00,5882353000.0,Utama
CBDK,Bangun Kosambi Sukses Tbk.,2025-01-13T00:00:00,5668944500.0,Utama
OBAT,Brigit Biofarmaka Teknologi Tb,2025-01-13T00:00:00,680376575.0,Pengembangan
MINE,Sinar Terang Mandiri Tbk.,2025-03-10T00:00:00,4084435300.0,Pengembangan
ASPR,Asia Pramulia Tbk.,2025-07-08T00:00:00,2712000000.0,Pengembangan
PSAT,Pancaran Samudera Transport Tb,2025-07-08T00:00:00,1482353000.0,Pengembangan
COIN,Indokripto Koin Semesta Tbk.,2025-07-09T00:00:00,14705882400.0,Pengembangan
CDIA,Chandra Daya Investasi Tbk.,2025-07-09T00:00:00,124829374700.0,Pengembangan
BLOG,Trimitra Trans Persada Tbk.,2025-07-10T00:00:00,3379487200.0,Utama
MERI,Merry Riana Edukasi Tbk.,2025-07-10T00:00:00,1035132500.0,Pengembangan
KAQI,Jantra Grupo Indonesia Tbk.,2025-03-10T00:00:00,2075800000.0,Pengembangan
YUPI,Yupi Indo Jelly Gum Tbk.,2025-03-25T00:00:00,8544488700.0,Utama
FORE,Fore Kopi Indonesia Tbk.,2025-04-14T00:00:00,8918359270.0,Pengembangan
MDLA,Medela Potentia Tbk.,2025-04-15T00:00:00,14012825000.0,Utama
DKHH,Cipta Sarana Medika Tbk.,2025-05-08T00:00:00,2550312624.0,Pengembangan
AYLS,Arkayana Lestari Grup Tbk.,2020-02-12T00:00:00,853423236.0,Pengembangan
DADA,Diamond Citra Propertindo Tbk.,2020-02-14T00:00:00,7431530800.0,Pengembangan
ASPI,Andalan Sakti Primaindo Tbk.,2020-02-17T00:00:00,683810725.0,Pengembangan
ESTA,Esta Multi Usaha Tbk.,2020-03-09T00:00:00,2425354179.0,Pengembangan
BESS,Batulicin Nusantara Maritim Tb,2020-03-09T00:00:00,3440455528.0,Pengembangan
AMAN,Makmur Berkah Amanda Tbk.,2020-03-13T00:00:00,3873500000.0,Pengembangan
CARE,Metro Healthcare Indonesia Tbk,2020-03-13T00:00:00,33250000000.0,Pengembangan
PIPA,Oxala Energy International Tbk,2023-04-10T00:00:00,3426097190.0,Pengembangan
NCKL,Trimegah Bangun Persada Tbk.,2023-04-12T00:00:00,63098600000.0,Pengembangan
MENN,Menn Teknologi Indonesia Tbk.,2023-04-18T00:00:00,1434052006.0,Pemantauan Khusus
AWAN,Era Digital Media Tbk.,2023-04-18T00:00:00,3435000000.0,Pengembangan
MBMA,Merdeka Battery Materials Tbk.,2023-04-18T00:00:00,107995419900.0,Utama
RAAM,Tripar Multivision Plus Tbk.,2023-05-08T00:00:00,6813620000.0,Utama
DOOH,Era Media Sejahtera Tbk.,2023-05-08T00:00:00,7738891036.0,Pengembangan
CGAS,Citra Nusantara Gemilang Tbk.,2024-01-08T00:00:00,1771499039.0,Pengembangan
NICE,Adhi Kartiko Pratama Tbk.,2024-01-09T00:00:00,6082020000.0,Pengembangan
MSJA,Multi Spunindo Jaya Tbk.,2024-01-10T00:00:00,5882352900.0,Pengembangan
SMLE,Sinergi Multi Lestarindo Tbk.,2024-01-10T00:00:00,2328153048.0,Pengembangan
ACRO,Samcro Hyosung Adilestari Tbk.,2024-01-11T00:00:00,3469345537.0,Pengembangan
MANG,Manggung Polahraya Tbk.,2024-01-11T00:00:00,3812605641.0,Akselerasi
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30T00:00:00,5308549015.0,Pengembangan
FAPA,FAP Agri Tbk.,2021-01-04T00:00:00,3629411800.0,Pengembangan
DCII,DCI Indonesia Tbk.,2021-01-06T00:00:00,2383745900.0,Pengembangan
KETR,Ketrosden Triasmitra Tbk.,2021-01-11T00:00:00,2841262838.0,Pengembangan
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15T00:00:00,1375000000.0,Pengembangan
UFOE,Damai Sejahtera Abadi Tbk.,2021-02-01T00:00:00,2898261693.0,Pengembangan
CHEK,Diastika Biotekindo Tbk.,2025-07-10T00:00:00,4113331485.0,Pengembangan
PMUI,Prima Multi Usaha Indonesia Tb,2025-07-10T00:00:00,5800000000.0,Pengembangan
EMAS,Merdeka Gold Resources Tbk.,2025-09-23T00:00:00,14731366060.0,Pengembangan
PJHB,Pelayaran Jaya Hidup Baru Tbk.,2025-11-06T00:00:00,1920773981.0,Pengembangan
RLCO,Abadi Lestari Indonesia Tbk.,2025-12-08T00:00:00,3125000000.0,Pengembangan
SUPA,Super Bank Indonesia Tbk.,2025-12-17T00:00:00,33558047450.0,Pengembangan
WBSA,BSA Logistics Indonesia Tbk.,2026-04-10T00:00:00,8675000000.0,Pengembangan
JECX,Nitrasanata Dharma Tbk.,2026-07-07T00:00:00,3253222300.0,Utama
JELI,Niramas Utama Tbk.,2026-07-07T00:00:00,1266000000.0,Pengembangan
EMMI,Esa Medika Mandiri Tbk.,2026-07-08T00:00:00,1742857000.0,Pengembangan
BACH,Bach Multi Global Tbk.,2026-07-08T00:00:00,4084430000.0,Utama
PRDL,Prodia Diagnostic Line Tbk.,2026-07-09T00:00:00,1742900000.0,Pengembangan
RANS,Rans Entertainmen Indonesia Tb,2026-07-10T00:00:00,12609250000.0,Pengembangan
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06T00:00:00,29419000000.0,Pemantauan Khusus
RMKE,RMK Energy Tbk.,2021-12-07T00:00:00,21875000000.0,Utama
OBMD,OBM Drilchem Tbk.,2021-12-08T00:00:00,805992931.0,Pengembangan
AVIA,Avia Avian Tbk.,2021-12-08T00:00:00,61953555600.0,Utama
IPPE,Indo Pureco Pratama Tbk.,2021-12-09T00:00:00,4600000000.0,Pemantauan Khusus
NASI,Wahana Inti Makmur Tbk.,2021-12-13T00:00:00,807400000.0,Pengembangan
BSML,Bintang Samudera Mandiri Lines,2021-12-16T00:00:00,1850225000.0,Pengembangan
DRMA,Dharma Polimetal Tbk.,2021-12-20T00:00:00,4705882300.0,Utama
ADMF,Adira Dinamika Multi Finance T,2004-03-31T00:00:00,1235803109.0,Pengembangan
ADMG,Polychem Indonesia Tbk,1993-10-20T00:00:00,3889179559.0,Pengembangan
ADRO,Alamtri Resources Indonesia Tb,2008-07-16T00:00:00,28800494200.0,Utama
AGII,Samator Indo Gas Tbk.,2016-09-28T00:00:00,3066660000.0,Pengembangan
AGRO,Bank Raya Indonesia Tbk.,2003-08-08T00:00:00,24493093216.0,Utama
AGRS,Bank IBK Indonesia Tbk.,2014-12-22T00:00:00,47367057874.0,Pengembangan
AHAP,Asuransi Harta Aman Pratama Tb,1990-09-14T00:00:00,4900000000.0,Pengembangan
AIMS,Artha Mahiya Investama Tbk.,2001-07-20T00:00:00,220000000.0,Pengembangan
PNSE,Pudjiadi & Sons Tbk.,1990-05-01T00:00:00,797813496.0,Pengembangan
POLY,Asia Pacific Fibers Tbk,1991-03-12T00:00:00,2495753334.0,Pemantauan Khusus
POOL,Pool Advista Indonesia Tbk.,1991-05-20T00:00:00,2341366264.0,Pemantauan Khusus
PPRO,PP Properti Tbk.,2015-05-19T00:00:00,61675671883.0,Pemantauan Khusus
